Показатель	Страна	Год	Краткий обзор стран
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Польша	2016	27831
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Польша	2017	29609
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Польша	2018	31662
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Польша	2019	33359
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Польша	2020	34041
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Польша	2021	37530
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Польша	2022	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Польша	2023	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Португалия	1990	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Португалия	1991	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Португалия	1992	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Португалия	1993	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Португалия	1994	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Португалия	1995	14399
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Португалия	1996	14918
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Португалия	1997	15789
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Португалия	1998	16687
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Португалия	1999	17718
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Португалия	2000	18877
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Португалия	2001	19525
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Португалия	2002	20357
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Португалия	2003	20851
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Португалия	2004	21478
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Португалия	2005	22725
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Португалия	2006	24683
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Португалия	2007	25733
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Португалия	2008	26666
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Португалия	2009	26459
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Португалия	2010	27262
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Португалия	2011	26770
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Португалия	2012	26438
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Португалия	2013	27936
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Португалия	2014	28742
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Португалия	2015	29661
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Португалия	2016	31607
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Португалия	2017	33045
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Португалия	2018	34928
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Португалия	2019	36172
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Португалия	2020	34251
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Португалия	2021	36716
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Португалия	2022	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Португалия	2023	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Республика Молдова	1990	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Республика Молдова	1991	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Республика Молдова	1992	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Республика Молдова	1993	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Республика Молдова	1994	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Республика Молдова	1995	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Республика Молдова	1996	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Республика Молдова	1997	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Республика Молдова	1998	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Республика Молдова	1999	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Республика Молдова	2000	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Республика Молдова	2001	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Республика Молдова	2002	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Республика Молдова	2003	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Республика Молдова	2004	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Республика Молдова	2005	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Республика Молдова	2006	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Республика Молдова	2007	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Республика Молдова	2008	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Республика Молдова	2009	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Республика Молдова	2010	5139
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Республика Молдова	2011	5554
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Республика Молдова	2012	5915
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Республика Молдова	2013	6733
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Республика Молдова	2014	7010
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Республика Молдова	2015	7431
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Республика Молдова	2016	8277
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Республика Молдова	2017	8899
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Республика Молдова	2018	9497
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Республика Молдова	2019	10006
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Республика Молдова	2020	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Республика Молдова	2021	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Республика Молдова	2022	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Республика Молдова	2023	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Российская Федерация	1990	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Российская Федерация	1991	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Российская Федерация	1992	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Российская Федерация	1993	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Российская Федерация	1994	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Российская Федерация	1995	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Российская Федерация	1996	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Российская Федерация	1997	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Российская Федерация	1998	5886
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Российская Федерация	1999	6370
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Российская Федерация	2000	7352
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Российская Федерация	2001	7929
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Российская Федерация	2002	8657
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Российская Федерация	2003	9974
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Российская Федерация	2004	11034
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Российская Федерация	2005	12770
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Российская Федерация	2006	16125
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Российская Федерация	2007	18019
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Российская Федерация	2008	21839
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Российская Федерация	2009	20946
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Российская Федерация	2010	22070
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Российская Федерация	2011	22799
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Российская Федерация	2012	24303
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Российская Федерация	2013	26074
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Российская Федерация	2014	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Российская Федерация	2015	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Российская Федерация	2016	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Российская Федерация	2017	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Российская Федерация	2018	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Российская Федерация	2019	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Российская Федерация	2020	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Российская Федерация	2021	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Российская Федерация	2022	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Российская Федерация	2023	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Румыния	1990	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Румыния	1991	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Румыния	1992	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Румыния	1993	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Румыния	1994	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Румыния	1995	5427
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Румыния	1996	5747
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Румыния	1997	5566
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Румыния	1998	5546
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Румыния	1999	5600
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Румыния	2000	5850
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Румыния	2001	6438
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Румыния	2002	7180
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Румыния	2003	7560
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Румыния	2004	8990
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Румыния	2005	9602
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Румыния	2006	11557
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Румыния	2007	13700
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Румыния	2008	16782
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Румыния	2009	16632
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Румыния	2010	17354
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Румыния	2011	18794
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Румыния	2012	19797
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Румыния	2013	19678
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Румыния	2014	20628
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Румыния	2015	21618
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Румыния	2016	23907
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Румыния	2017	26942
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Румыния	2018	29547
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Румыния	2019	32032
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Румыния	2020	32629
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Румыния	2021	36075
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Румыния	2022	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Румыния	2023	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сан-Марино	1990	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сан-Марино	1991	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сан-Марино	1992	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сан-Марино	1993	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сан-Марино	1994	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сан-Марино	1995	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сан-Марино	1996	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сан-Марино	1997	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сан-Марино	1998	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сан-Марино	1999	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сан-Марино	2000	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сан-Марино	2001	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сан-Марино	2002	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сан-Марино	2003	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сан-Марино	2004	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сан-Марино	2005	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сан-Марино	2006	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сан-Марино	2007	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сан-Марино	2008	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сан-Марино	2009	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сан-Марино	2010	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сан-Марино	2011	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сан-Марино	2012	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сан-Марино	2013	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сан-Марино	2014	61661
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сан-Марино	2015	56245
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сан-Марино	2016	58154
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сан-Марино	2017	59591
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сан-Марино	2018	61719
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сан-Марино	2019	63885
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сан-Марино	2020	60170
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сан-Марино	2021	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сан-Марино	2022	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сан-Марино	2023	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Северная Македония	1990	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Северная Македония	1991	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Северная Македония	1992	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Северная Македония	1993	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Северная Македония	1994	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Северная Македония	1995	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Северная Македония	1996	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Северная Македония	1997	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Северная Македония	1998	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Северная Македония	1999	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Северная Македония	2000	6152
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Северная Македония	2001	6050
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Северная Македония	2002	6395
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Северная Македония	2003	6595
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Северная Македония	2004	7172
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Северная Македония	2005	7849
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Северная Македония	2006	8690
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Северная Македония	2007	9351
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Северная Македония	2008	10522
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Северная Македония	2009	11010
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Северная Македония	2010	11360
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Северная Македония	2011	11685
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Северная Македония	2012	11910
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Северная Македония	2013	12731
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Северная Македония	2014	13437
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Северная Македония	2015	13888
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Северная Македония	2016	15143
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Северная Македония	2017	15709
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Северная Македония	2018	16793
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Северная Македония	2019	17464
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Северная Македония	2020	16984
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Северная Македония	2021	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Северная Македония	2022	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Северная Македония	2023	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сербия	1990	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сербия	1991	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сербия	1992	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сербия	1993	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сербия	1994	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сербия	1995	3777
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сербия	1996	4076
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сербия	1997	4441
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сербия	1998	4642
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сербия	1999	5528
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сербия	2000	6019
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сербия	2001	6482
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сербия	2002	7221
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сербия	2003	7646
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сербия	2004	8488
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сербия	2005	9182
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сербия	2006	10209
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сербия	2007	11236
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сербия	2008	12632
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сербия	2009	12534
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сербия	2010	12797
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сербия	2011	13736
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сербия	2012	13922
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сербия	2013	14628
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сербия	2014	14659
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сербия	2015	14929
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сербия	2016	15863
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сербия	2017	16614
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сербия	2018	17715
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сербия	2019	18820
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сербия	2020	19173
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сербия	2021	21510
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сербия	2022	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Сербия	2023	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Словакия	1990	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Словакия	1991	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Словакия	1992	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Словакия	1993	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Словакия	1994	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Словакия	1995	8691
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Словакия	1996	9404
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Словакия	1997	10086
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Словакия	1998	10622
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Словакия	1999	10715
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Словакия	2000	11351
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Словакия	2001	12385
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Словакия	2002	13308
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Словакия	2003	14165
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Словакия	2004	15198
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Словакия	2005	16595
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Словакия	2006	18851
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Словакия	2007	21136
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Словакия	2008	23609
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Словакия	2009	22947
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Словакия	2010	25222
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Словакия	2011	26260
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Словакия	2012	27001
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Словакия	2013	28021
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Словакия	2014	29030
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Словакия	2015	30062
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Словакия	2016	29738
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Словакия	2017	30147
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Словакия	2018	31374
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Словакия	2019	32102
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Словакия	2020	31812
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Словакия	2021	34117
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Словакия	2022	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Словакия	2023	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Словения	1990	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Словения	1991	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Словения	1992	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Словения	1993	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Словения	1994	..
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Словения	1995	13629
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Словения	1996	14295
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Словения	1997	15280
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Словения	1998	16050
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Словения	1999	17077
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Словения	2000	17997
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Словения	2001	18949
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Словения	2002	20236
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Словения	2003	21107
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Словения	2004	22758
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Словения	2005	23848
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Словения	2006	25708
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Словения	2007	27560
ВВП на душу населения в ценах и ППС (США) текущего года, долл. США	Словения	2008	29595
