Показатель	Страна	Год	Краткий обзор стран
Общая численность населения	Австрия	1990	7729236
Общая численность населения	Австрия	1991	..
Общая численность населения	Австрия	1992	..
Общая численность населения	Австрия	1993	..
Общая численность населения	Австрия	1994	..
Общая численность населения	Австрия	1995	8046535
Общая численность населения	Австрия	1996	..
Общая численность населения	Австрия	1997	..
Общая численность населения	Австрия	1998	..
Общая численность населения	Австрия	1999	..
Общая численность населения	Австрия	2000	8011566
Общая численность населения	Австрия	2001	8042293
Общая численность населения	Австрия	2002	8081956
Общая численность населения	Австрия	2003	8121423
Общая численность населения	Австрия	2004	8171966
Общая численность населения	Австрия	2005	8227828
Общая численность населения	Австрия	2006	8268641
Общая численность населения	Австрия	2007	8295486
Общая численность населения	Австрия	2008	8321496
Общая численность населения	Австрия	2009	8343323
Общая численность населения	Австрия	2010	8363404
Общая численность населения	Австрия	2011	8391642
Общая численность населения	Австрия	2012	8429990
Общая численность населения	Австрия	2013	8479823
Общая численность населения	Австрия	2014	8546356
Общая численность населения	Австрия	2015	8642698
Общая численность населения	Австрия	2016	8736668
Общая численность населения	Австрия	2017	8797566
Общая численность населения	Австрия	2018	8840521
Общая численность населения	Австрия	2019	8879920
Общая численность населения	Австрия	2020	8916864
Общая численность населения	Австрия	2021	8955796
Общая численность населения	Австрия	2022	..
Общая численность населения	Австрия	2023	..
Общая численность населения	Азербайджан	1990	7175200
Общая численность населения	Азербайджан	1991	..
Общая численность населения	Азербайджан	1992	..
Общая численность населения	Азербайджан	1993	..
Общая численность населения	Азербайджан	1994	..
Общая численность населения	Азербайджан	1995	7684900
Общая численность населения	Азербайджан	1996	..
Общая численность населения	Азербайджан	1997	..
Общая численность населения	Азербайджан	1998	..
Общая численность населения	Азербайджан	1999	..
Общая численность населения	Азербайджан	2000	8073621
Общая численность населения	Азербайджан	2001	8152887
Общая численность населения	Азербайджан	2002	8230305
Общая численность населения	Азербайджан	2003	8309153
Общая численность населения	Азербайджан	2004	8398255
Общая численность населения	Азербайджан	2005	8500251
Общая численность населения	Азербайджан	2006	8609615
Общая численность населения	Азербайджан	2007	8723023
Общая численность населения	Азербайджан	2008	8838511
Общая численность населения	Азербайджан	2009	8947314
Общая численность населения	Азербайджан	2010	9054332
Общая численность населения	Азербайджан	2011	9173082
Общая численность населения	Азербайджан	2012	9295784
Общая численность населения	Азербайджан	2013	9416801
Общая численность населения	Азербайджан	2014	9535079
Общая численность населения	Азербайджан	2015	9649341
Общая численность населения	Азербайджан	2016	9757812
Общая численность населения	Азербайджан	2017	9854033
Общая численность населения	Азербайджан	2018	9939771
Общая численность населения	Азербайджан	2019	9931226
Общая численность населения	Азербайджан	2020	10000064
Общая численность населения	Азербайджан	2021	10044693
Общая численность населения	Азербайджан	2022	..
Общая численность населения	Азербайджан	2023	..
Общая численность населения	Албания	1990	3286542
Общая численность населения	Албания	1991	..
Общая численность населения	Албания	1992	..
Общая численность населения	Албания	1993	..
Общая численность населения	Албания	1994	..
Общая численность населения	Албания	1995	3248836
Общая численность населения	Албания	1996	..
Общая численность населения	Албания	1997	..
Общая численность населения	Албания	1998	..
Общая численность населения	Албания	1999	..
Общая численность населения	Албания	2000	3401198
Общая численность населения	Албания	2001	3060173
Общая численность населения	Албания	2002	3051010
Общая численность населения	Албания	2003	3039616
Общая численность населения	Албания	2004	3026939
Общая численность населения	Албания	2005	3011487
Общая численность населения	Албания	2006	2992547
Общая численность населения	Албания	2007	2970017
Общая численность населения	Албания	2008	2947314
Общая численность населения	Албания	2009	2927519
Общая численность населения	Албания	2010	2913021
Общая численность населения	Албания	2011	2905195
Общая численность населения	Албания	2012	2900401
Общая численность населения	Албания	2013	2895092
Общая численность населения	Албания	2014	2889104
Общая численность населения	Албания	2015	2880703
Общая численность населения	Албания	2016	2876101
Общая численность населения	Албания	2017	2873457
Общая численность населения	Албания	2018	2866376
Общая численность населения	Албания	2019	2854191
Общая численность населения	Албания	2020	2837849
Общая численность населения	Албания	2021	2811666
Общая численность населения	Албания	2022	..
Общая численность населения	Албания	2023	..
Общая численность населения	Андорра	1990	..
Общая численность населения	Андорра	1991	..
Общая численность населения	Андорра	1992	..
Общая численность населения	Андорра	1993	..
Общая численность населения	Андорра	1994	..
Общая численность населения	Андорра	1995	..
Общая численность населения	Андорра	1996	..
Общая численность населения	Андорра	1997	..
Общая численность населения	Андорра	1998	..
Общая численность населения	Андорра	1999	..
Общая численность населения	Андорра	2000	..
Общая численность населения	Андорра	2001	..
Общая численность населения	Андорра	2002	..
Общая численность населения	Андорра	2003	..
Общая численность населения	Андорра	2004	..
Общая численность населения	Андорра	2005	..
Общая численность населения	Андорра	2006	..
Общая численность населения	Андорра	2007	..
Общая численность населения	Андорра	2008	..
Общая численность населения	Андорра	2009	..
Общая численность населения	Андорра	2010	70290
Общая численность населения	Андорра	2011	69772
Общая численность населения	Андорра	2012	69758
Общая численность населения	Андорра	2013	69966
Общая численность населения	Андорра	2014	70570
Общая численность населения	Андорра	2015	71732
Общая численность населения	Андорра	2016	73105
Общая численность населения	Андорра	2017	74794
Общая численность населения	Андорра	2018	76177
Общая численность населения	Андорра	2019	77543
Общая численность населения	Андорра	2020	..
Общая численность населения	Андорра	2021	..
Общая численность населения	Андорра	2022	..
Общая численность населения	Андорра	2023	..
Общая численность населения	Армения	1990	3544700
Общая численность населения	Армения	1991	..
Общая численность населения	Армения	1992	..
Общая численность населения	Армения	1993	..
Общая численность населения	Армения	1994	..
Общая численность населения	Армения	1995	3254548
Общая численность населения	Армения	1996	..
Общая численность населения	Армения	1997	..
Общая численность населения	Армения	1998	..
Общая численность населения	Армения	1999	..
Общая численность населения	Армения	2000	3221105
Общая численность населения	Армения	2001	3211815
Общая численность населения	Армения	2002	3199768
Общая численность населения	Армения	2003	3182540
Общая численность населения	Армения	2004	3164935
Общая численность населения	Армения	2005	3146412
Общая численность населения	Армения	2006	3127109
Общая численность населения	Армения	2007	3107396
Общая численность населения	Армения	2008	3087119
Общая численность населения	Армения	2009	3066045
Общая численность населения	Армения	2010	3044868
Общая численность населения	Армения	2011	3027938
Общая численность населения	Армения	2012	3024127
Общая численность населения	Армения	2013	3021979
Общая численность населения	Армения	2014	3013839
Общая численность населения	Армения	2015	3004588
Общая численность населения	Армения	2016	2992364
Общая численность населения	Армения	2017	2979442
Общая численность населения	Армения	2018	2969001
Общая численность населения	Армения	2019	2962482
Общая численность населения	Армения	2020	2961473
Общая численность населения	Армения	2021	2962309
Общая численность населения	Армения	2022	..
Общая численность населения	Армения	2023	..
Общая численность населения	Беларусь	1990	10189348
Общая численность населения	Беларусь	1991	..
Общая численность населения	Беларусь	1992	..
Общая численность населения	Беларусь	1993	..
Общая численность населения	Беларусь	1994	..
Общая численность населения	Беларусь	1995	10193831
Общая численность населения	Беларусь	1996	..
Общая численность населения	Беларусь	1997	..
Общая численность населения	Беларусь	1998	..
Общая численность населения	Беларусь	1999	..
Общая численность населения	Беларусь	2000	9979610
Общая численность населения	Беларусь	2001	9928549
Общая численность населения	Беларусь	2002	9865548
Общая численность населения	Беларусь	2003	9796749
Общая численность населения	Беларусь	2004	9730146
Общая численность населения	Беларусь	2005	9663915
Общая численность населения	Беларусь	2006	9604924
Общая численность населения	Беларусь	2007	9560953
Общая численность населения	Беларусь	2008	9527985
Общая численность населения	Беларусь	2009	9504583
Общая численность населения	Беларусь	2010	9483836
Общая численность населения	Беларусь	2011	9461643
Общая численность населения	Беларусь	2012	9446836
Общая численность населения	Беларусь	2013	9443211
Общая численность населения	Беларусь	2014	9448515
Общая численность населения	Беларусь	2015	9461076
Общая численность населения	Беларусь	2016	9469379
Общая численность населения	Беларусь	2017	9458989
Общая численность населения	Беларусь	2018	9438785
Общая численность населения	Беларусь	2019	9419758
Общая численность населения	Беларусь	2020	9379952
Общая численность населения	Беларусь	2021	9302585
Общая численность населения	Беларусь	2022	..
Общая численность населения	Беларусь	2023	..
Общая численность населения	Бельгия	1990	9978681
Общая численность населения	Бельгия	1991	..
Общая численность населения	Бельгия	1992	..
Общая численность населения	Бельгия	1993	..
Общая численность населения	Бельгия	1994	..
Общая численность населения	Бельгия	1995	10130574
Общая численность населения	Бельгия	1996	..
Общая численность населения	Бельгия	1997	..
Общая численность населения	Бельгия	1998	..
Общая численность населения	Бельгия	1999	..
Общая численность населения	Бельгия	2000	10251250
Общая численность населения	Бельгия	2001	10286570
Общая численность населения	Бельгия	2002	10332784
Общая численность населения	Бельгия	2003	10376132
Общая численность населения	Бельгия	2004	10421136
Общая численность населения	Бельгия	2005	10478617
Общая численность населения	Бельгия	2006	10547958
Общая численность населения	Бельгия	2007	10625700
Общая численность населения	Бельгия	2008	10709973
Общая численность населения	Бельгия	2009	10796492
Общая численность населения	Бельгия	2010	10920272
Общая численность населения	Бельгия	2011	11038264
Общая численность населения	Бельгия	2012	11106932
Общая численность населения	Бельгия	2013	11159407
Общая численность населения	Бельгия	2014	11209057
Общая численность населения	Бельгия	2015	11274196
Общая численность населения	Бельгия	2016	11331422
Общая численность населения	Бельгия	2017	11375158
Общая численность населения	Бельгия	2018	11427054
Общая численность населения	Бельгия	2019	11488980
Общая численность населения	Бельгия	2020	11538604
Общая численность населения	Бельгия	2021	11586195
Общая численность населения	Бельгия	2022	..
Общая численность населения	Бельгия	2023	..
Общая численность населения	Болгария	1990	8718289
Общая численность населения	Болгария	1991	..
Общая численность населения	Болгария	1992	..
Общая численность населения	Болгария	1993	..
Общая численность населения	Болгария	1994	..
Общая численность населения	Болгария	1995	8406067
Общая численность населения	Болгария	1996	..
Общая численность населения	Болгария	1997	..
Общая численность населения	Болгария	1998	..
Общая численность населения	Болгария	1999	..
Общая численность населения	Болгария	2000	8170172
Общая численность населения	Болгария	2001	8009142
Общая численность населения	Болгария	2002	7837160
Общая численность населения	Болгария	2003	7775326
Общая численность населения	Болгария	2004	7716860
Общая численность населения	Болгария	2005	7658972
Общая численность населения	Болгария	2006	7601022
Общая численность населения	Болгария	2007	7545338
Общая численность населения	Болгария	2008	7492560
Общая численность населения	Болгария	2009	7444442
Общая численность населения	Болгария	2010	7395598
Общая численность населения	Болгария	2011	7348328
Общая численность населения	Болгария	2012	7305888
Общая численность населения	Болгария	2013	7265114
Общая численность населения	Болгария	2014	7223938
Общая численность населения	Болгария	2015	7177991
Общая численность населения	Болгария	2016	7127822
Общая численность населения	Болгария	2017	7075946
Общая численность населения	Болгария	2018	7025036
Общая численность населения	Болгария	2019	6975760
Общая численность населения	Болгария	2020	6934015
Общая численность населения	Болгария	2021	6877742
Общая численность населения	Болгария	2022	..
Общая численность населения	Болгария	2023	..
Общая численность населения	Босния и Герцеговина	1990	4377033
Общая численность населения	Босния и Герцеговина	1991	..
Общая численность населения	Босния и Герцеговина	1992	..
Общая численность населения	Босния и Герцеговина	1993	..
Общая численность населения	Босния и Герцеговина	1994	..
Общая численность населения	Босния и Герцеговина	1995	3414000
Общая численность населения	Босния и Герцеговина	1996	..
Общая численность населения	Босния и Герцеговина	1997	..
Общая численность населения	Босния и Герцеговина	1998	..
Общая численность населения	Босния и Герцеговина	1999	..
Общая численность населения	Босния и Герцеговина	2000	3781183
Общая численность населения	Босния и Герцеговина	2001	3846297
Общая численность населения	Босния и Герцеговина	2002	3880772
Общая численность населения	Босния и Герцеговина	2003	3896624
Общая численность населения	Босния и Герцеговина	2004	3905325
Общая численность населения	Босния и Герцеговина	2005	3915238
Общая численность населения	Босния и Герцеговина	2006	3926406
Общая численность населения	Босния и Герцеговина	2007	3934816
Общая численность населения	Босния и Герцеговина	2008	3940398
Общая численность населения	Босния и Герцеговина	2009	3942701
Общая численность населения	Босния и Герцеговина	2010	3843126
Общая численность населения	Босния и Герцеговина	2011	3839737
Общая численность населения	Босния и Герцеговина	2012	3836377
Общая численность населения	Босния и Герцеговина	2013	3531159
Общая численность населения	Босния и Герцеговина	2014	3528517
Общая численность населения	Босния и Герцеговина	2015	3522827
Общая численность населения	Босния и Герцеговина	2016	3514458
Общая численность населения	Босния и Герцеговина	2017	3508073
Общая численность населения	Босния и Герцеговина	2018	3500295
Общая численность населения	Босния и Герцеговина	2019	3486789
Общая численность населения	Босния и Герцеговина	2020	3472970
Общая численность населения	Босния и Герцеговина	2021	3452789
Общая численность населения	Босния и Герцеговина	2022	..
Общая численность населения	Босния и Герцеговина	2023	..
Общая численность населения	Венгрия	1990	10364833
Общая численность населения	Венгрия	1991	..
Общая численность населения	Венгрия	1992	..
Общая численность населения	Венгрия	1993	..
Общая численность населения	Венгрия	1994	..
Общая численность населения	Венгрия	1995	10228989
Общая численность населения	Венгрия	1996	..
Общая численность населения	Венгрия	1997	..
Общая численность населения	Венгрия	1998	..
Общая численность населения	Венгрия	1999	..
Общая численность населения	Венгрия	2000	10210971
Общая численность населения	Венгрия	2001	10187576
Общая численность населения	Венгрия	2002	10158608
Общая численность населения	Венгрия	2003	10129552
Общая численность населения	Венгрия	2004	10107146
Общая численность населения	Венгрия	2005	10087065
Общая численность населения	Венгрия	2006	10071370
Общая численность населения	Венгрия	2007	10055780
Общая численность населения	Венгрия	2008	10038188
Общая численность населения	Венгрия	2009	10022650
Общая численность населения	Венгрия	2010	10000023
Общая численность населения	Венгрия	2011	9958824
Общая численность населения	Венгрия	2012	9920362
Общая численность населения	Венгрия	2013	9893082
Общая численность населения	Венгрия	2014	9866468
Общая численность населения	Венгрия	2015	9843028
Общая численность населения	Венгрия	2016	9814023
Общая численность населения	Венгрия	2017	9787966
Общая численность населения	Венгрия	2018	9775564
Общая численность населения	Венгрия	2019	9771141
Общая численность населения	Венгрия	2020	9750149
Общая численность населения	Венгрия	2021	9709891
Общая численность населения	Венгрия	2022	..
Общая численность населения	Венгрия	2023	..
Общая численность населения	Германия	1990	79364504
Общая численность населения	Германия	1991	..
Общая численность населения	Германия	1992	..
Общая численность населения	Германия	1993	..
Общая численность населения	Германия	1994	..
Общая численность населения	Германия	1995	81660965
Общая численность населения	Германия	1996	..
Общая численность населения	Германия	1997	..
Общая численность населения	Германия	1998	..
Общая численность населения	Германия	1999	..
Общая численность населения	Германия	2000	82211508
Общая численность населения	Германия	2001	82349924
Общая численность населения	Германия	2002	82488494
Общая численность населения	Германия	2003	82534176
Общая численность населения	Германия	2004	82516260
Общая численность населения	Германия	2005	82469422
Общая численность населения	Германия	2006	82376450
Общая численность населения	Германия	2007	82266372
Общая численность населения	Германия	2008	82110096
Общая численность населения	Германия	2009	81902306
Общая численность населения	Германия	2010	81012161
Общая численность населения	Германия	2011	80274982
Общая численность населения	Германия	2012	80425823
Общая численность населения	Германия	2013	80645604
Общая численность населения	Германия	2014	80982500
Общая численность населения	Германия	2015	81686610
Общая численность населения	Германия	2016	82348668
Общая численность населения	Германия	2017	82657002
Общая численность населения	Германия	2018	82905782
Общая численность населения	Германия	2019	83092962
Общая численность населения	Германия	2020	83160871
Общая численность населения	Германия	2021	83196078
Общая численность населения	Германия	2022	..
Общая численность населения	Германия	2023	..
Общая численность населения	Греция	1990	..
Общая численность населения	Греция	1991	..
Общая численность населения	Греция	1992	..
Общая численность населения	Греция	1993	..
Общая численность населения	Греция	1994	..
Общая численность населения	Греция	1995	..
Общая численность населения	Греция	1996	..
Общая численность населения	Греция	1997	..
Общая численность населения	Греция	1998	..
Общая численность населения	Греция	1999	..
Общая численность населения	Греция	2000	10805808
Общая численность населения	Греция	2001	10862132
Общая численность населения	Греция	2002	10902022
Общая численность населения	Греция	2003	10928070
Общая численность населения	Греция	2004	10955140
Общая численность населения	Греция	2005	10987314
Общая численность населения	Греция	2006	11020362
Общая численность населения	Греция	2007	11048472
Общая численность населения	Греция	2008	11077841
Общая численность населения	Греция	2009	11107017
Общая численность населения	Греция	2010	11121340
Общая численность населения	Греция	2011	11104899
Общая численность населения	Греция	2012	11045010
Общая численность населения	Греция	2013	10965211
Общая численность населения	Греция	2014	10892412
Общая численность населения	Греция	2015	10820883
Общая численность населения	Греция	2016	10775970
Общая численность населения	Греция	2017	10754679
Общая численность населения	Греция	2018	10732882
Общая численность населения	Греция	2019	10721582
Общая численность населения	Греция	2020	10698598
Общая численность населения	Греция	2021	10569207
Общая численность населения	Греция	2022	..
Общая численность населения	Греция	2023	..
Общая численность населения	Грузия	1990	5438850
Общая численность населения	Грузия	1991	..
Общая численность населения	Грузия	1992	..
Общая численность населения	Грузия	1993	..
Общая численность населения	Грузия	1994	..
Общая численность населения	Грузия	1995	4657722
Общая численность населения	Грузия	1996	..
Общая численность населения	Грузия	1997	..
Общая численность населения	Грузия	1998	..
Общая численность населения	Грузия	1999	..
Общая численность населения	Грузия	2000	4077131
Общая численность населения	Грузия	2001	4014373
Общая численность населения	Грузия	2002	3978515
Общая численность населения	Грузия	2003	3951736
Общая численность населения	Грузия	2004	3927340
Общая численность населения	Грузия	2005	3902469
Общая численность населения	Грузия	2006	3880347
Общая численность населения	Грузия	2007	3860158
Общая численность населения	Грузия	2008	3848449
Общая численность населения	Грузия	2009	3814419
Общая численность населения	Грузия	2010	3786695
Общая численность населения	Грузия	2011	3756441
Общая численность населения	Грузия	2012	3728874
Общая численность населения	Грузия	2013	3717668
Общая численность населения	Грузия	2014	3719414
Общая численность населения	Грузия	2015	3725276
Общая численность населения	Грузия	2016	3727505
Общая численность населения	Грузия	2017	3728004
Общая численность населения	Грузия	2018	3726548
Общая численность населения	Грузия	2019	3720161
Общая численность населения	Грузия	2020	3722716
Общая численность населения	Грузия	2021	3708610
Общая численность населения	Грузия	2022	..
Общая численность населения	Грузия	2023	..
Общая численность населения	Дания	1990	5140939
Общая численность населения	Дания	1991	..
Общая численность населения	Дания	1992	..
Общая численность населения	Дания	1993	..
Общая численность населения	Дания	1994	..
Общая численность населения	Дания	1995	5227861
Общая численность населения	Дания	1996	..
Общая численность населения	Дания	1997	..
Общая численность населения	Дания	1998	..
Общая численность населения	Дания	1999	..
Общая численность населения	Дания	2000	5339616
Общая численность населения	Дания	2001	5358783
Общая численность населения	Дания	2002	5375930
Общая численность населения	Дания	2003	5390574
Общая численность населения	Дания	2004	5404522
Общая численность населения	Дания	2005	5419432
Общая численность населения	Дания	2006	5437272
Общая численность населения	Дания	2007	5461438
Общая численность населения	Дания	2008	5493621
Общая численность населения	Дания	2009	5523094
Общая численность населения	Дания	2010	5547683
Общая численность населения	Дания	2011	5570572
Общая численность населения	Дания	2012	5591572
Общая численность населения	Дания	2013	5614932
Общая численность населения	Дания	2014	5643475
Общая численность населения	Дания	2015	5683483
Общая численность населения	Дания	2016	5728010
Общая численность населения	Дания	2017	5764980
Общая численность населения	Дания	2018	5793636
Общая численность населения	Дания	2019	5814422
Общая численность населения	Дания	2020	5831404
Общая численность населения	Дания	2021	5856732
Общая численность населения	Дания	2022	..
Общая численность населения	Дания	2023	..
Общая численность населения	Израиль	1990	4660200
Общая численность населения	Израиль	1991	..
Общая численность населения	Израиль	1992	..
Общая численность населения	Израиль	1993	..
Общая численность населения	Израиль	1994	..
Общая численность населения	Израиль	1995	5544700
Общая численность населения	Израиль	1996	..
Общая численность населения	Израиль	1997	..
Общая численность населения	Израиль	1998	..
Общая численность населения	Израиль	1999	..
Общая численность населения	Израиль	2000	6289206
Общая численность населения	Израиль	2001	6439042
Общая численность населения	Израиль	2002	6569957
Общая численность населения	Израиль	2003	6689750
Общая численность населения	Израиль	2004	6808968
Общая численность населения	Израиль	2005	6930128
Общая численность населения	Израиль	2006	7053707
Общая численность населения	Израиль	2007	7180115
Общая численность населения	Израиль	2008	7308795
Общая численность населения	Израиль	2009	7485565
Общая численность населения	Израиль	2010	7623561
Общая численность населения	Израиль	2011	7765832
Общая численность населения	Израиль	2012	7910525
Общая численность населения	Израиль	2013	8059455
Общая численность населения	Израиль	2014	8215662
Общая численность населения	Израиль	2015	8380149
Общая численность населения	Израиль	2016	8546009
Общая численность населения	Израиль	2017	8713268
Общая численность населения	Израиль	2018	8882764
Общая численность населения	Израиль	2019	9054026
Общая численность населения	Израиль	2020	9215117
Общая численность населения	Израиль	2021	9371368
Общая численность населения	Израиль	2022	..
Общая численность населения	Израиль	2023	..
Общая численность населения	Ирландия	1990	3525719
Общая численность населения	Ирландия	1991	..
Общая численность населения	Ирландия	1992	..
Общая численность населения	Ирландия	1993	..
Общая численность населения	Ирландия	1994	..
Общая численность населения	Ирландия	1995	3626087
Общая численность населения	Ирландия	1996	..
Общая численность населения	Ирландия	1997	..
Общая численность населения	Ирландия	1998	..
Общая численность населения	Ирландия	1999	..
Общая численность населения	Ирландия	2000	3805174
Общая численность населения	Ирландия	2001	3866242
Общая численность населения	Ирландия	2002	3931946
Общая численность населения	Ирландия	2003	3996521
Общая численность населения	Ирландия	2004	4070262
Общая численность населения	Ирландия	2005	4159914
Общая численность населения	Ирландия	2006	4274137
Общая численность населения	Ирландия	2007	4398942
Общая численность населения	Ирландия	2008	4489544
Общая численность населения	Ирландия	2009	4535375
Общая численность населения	Ирландия	2010	4560154
Общая численность населения	Ирландия	2011	4580084
Общая численность населения	Ирландия	2012	4599533
Общая численность населения	Ирландия	2013	4623816
Общая численность населения	Ирландия	2014	4657740
Общая численность населения	Ирландия	2015	4701956
Общая численность населения	Ирландия	2016	4755334
Общая численность населения	Ирландия	2017	4807388
Общая численность населения	Ирландия	2018	4867316
Общая численность населения	Ирландия	2019	4934340
Общая численность населения	Ирландия	2020	4985382
Общая численность населения	Ирландия	2021	5033164
Общая численность населения	Ирландия	2022	..
Общая численность населения	Ирландия	2023	..
Общая численность населения	Исландия	1990	254788
Общая численность населения	Исландия	1991	..
Общая численность населения	Исландия	1992	..
Общая численность населения	Исландия	1993	..
Общая численность населения	Исландия	1994	..
Общая численность населения	Исландия	1995	267380
Общая численность населения	Исландия	1996	..
Общая численность населения	Исландия	1997	..
Общая численность населения	Исландия	1998	..
Общая численность населения	Исландия	1999	..
Общая численность населения	Исландия	2000	281205
Общая численность населения	Исландия	2001	284968
Общая численность населения	Исландия	2002	287523
Общая численность населения	Исландия	2003	289520
Общая численность населения	Исландия	2004	292074
Общая численность населения	Исландия	2005	296734
Общая численность населения	Исландия	2006	303782
Общая численность населения	Исландия	2007	311566
Общая численность населения	Исландия	2008	317414
Общая численность населения	Исландия	2009	318499
Общая численность населения	Исландия	2010	318041
Общая численность населения	Исландия	2011	319014
Общая численность населения	Исландия	2012	320716
Общая численность населения	Исландия	2013	323764
Общая численность населения	Исландия	2014	327386
Общая численность населения	Исландия	2015	330814
Общая численность населения	Исландия	2016	335439
Общая численность населения	Исландия	2017	343400
Общая численность населения	Исландия	2018	352720
Общая численность населения	Исландия	2019	360562
Общая численность населения	Исландия	2020	366463
Общая численность населения	Исландия	2021	372520
Общая численность населения	Исландия	2022	..
Общая численность населения	Исландия	2023	..
Общая численность населения	Испания	1990	38851322
Общая численность населения	Испания	1991	..
Общая численность населения	Испания	1992	..
Общая численность населения	Испания	1993	..
Общая численность населения	Испания	1994	..
Общая численность населения	Испания	1995	39222981
Общая численность населения	Испания	1996	..
Общая численность населения	Испания	1997	..
Общая численность населения	Испания	1998	..
Общая численность населения	Испания	1999	..
Общая численность населения	Испания	2000	40567864
Общая численность населения	Испания	2001	40850412
Общая численность населения	Испания	2002	41431558
Общая численность населения	Испания	2003	42187644
Общая численность населения	Испания	2004	42921894
Общая численность населения	Испания	2005	43653154
Общая численность населения	Испания	2006	44397318
Общая численность населения	Испания	2007	45226802
Общая численность населения	Испания	2008	45954106
Общая численность населения	Испания	2009	46362946
Общая численность населения	Испания	2010	46576896
Общая численность населения	Испания	2011	46742696
Общая численность населения	Испания	2012	46773054
Общая численность населения	Испания	2013	46620044
Общая численность населения	Испания	2014	46480882
Общая численность населения	Испания	2015	46444832
Общая численность населения	Испания	2016	46484062
Общая численность населения	Испания	2017	46593236
Общая численность населения	Испания	2018	46797754
Общая численность населения	Испания	2019	47134837
Общая численность населения	Испания	2020	47365654
Общая численность населения	Испания	2021	47415794
Общая численность населения	Испания	2022	..
Общая численность населения	Испания	2023	..
Общая численность населения	Италия	1990	56694360
Общая численность населения	Италия	1991	..
Общая численность населения	Италия	1992	..
Общая численность населения	Италия	1993	..
Общая численность населения	Италия	1994	..
Общая численность населения	Италия	1995	57268578
Общая численность населения	Италия	1996	..
Общая численность населения	Италия	1997	..
Общая численность населения	Италия	1998	..
Общая численность населения	Италия	1999	..
Общая численность населения	Италия	2000	56942108
Общая численность населения	Италия	2001	56974100
Общая численность населения	Италия	2002	57059006
Общая численность населения	Италия	2003	57313203
Общая численность населения	Италия	2004	57685326
Общая численность населения	Италия	2005	57969484
Общая численность населения	Италия	2006	58143979
Общая численность населения	Италия	2007	58438310
Общая численность населения	Италия	2008	58826730
Общая численность населения	Италия	2009	59095364
Общая численность населения	Италия	2010	59277416
Общая численность населения	Италия	2011	59379448
Общая численность населения	Италия	2012	59539717
Общая численность населения	Италия	2013	60233948
Общая численность населения	Италия	2014	60789140
Общая численность населения	Италия	2015	60730582
Общая численность населения	Италия	2016	60627498
Общая численность населения	Италия	2017	60536709
Общая численность населения	Италия	2018	60150323
Общая численность населения	Италия	2019	59729080
Общая численность населения	Италия	2020	59438850
Общая численность населения	Италия	2021	59133173
Общая численность населения	Италия	2022	..
Общая численность населения	Италия	2023	..
Общая численность населения	Казахстан	1990	16328102
Общая численность населения	Казахстан	1991	..
Общая численность населения	Казахстан	1992	..
Общая численность населения	Казахстан	1993	..
Общая численность населения	Казахстан	1994	..
Общая численность населения	Казахстан	1995	15816243
Общая численность населения	Казахстан	1996	..
Общая численность населения	Казахстан	1997	..
Общая численность населения	Казахстан	1998	..
Общая численность населения	Казахстан	1999	..
Общая численность населения	Казахстан	2000	14883626
Общая численность населения	Казахстан	2001	14858334
Общая численность населения	Казахстан	2002	14858948
Общая численность населения	Казахстан	2003	14909018
Общая численность населения	Казахстан	2004	15012984
Общая численность населения	Казахстан	2005	15147029
Общая численность населения	Казахстан	2006	15308084
Общая численность населения	Казахстан	2007	15484192
Общая численность населения	Казахстан	2008	15776938
Общая численность населения	Казахстан	2009	16092822
Общая численность населения	Казахстан	2010	16321872
Общая численность населения	Казахстан	2011	16557202
Общая численность населения	Казахстан	2012	16792090
Общая численность населения	Казахстан	2013	17035550
Общая численность населения	Казахстан	2014	17288285
Общая численность населения	Казахстан	2015	17542806
Общая численность населения	Казахстан	2016	17794055
Общая численность населения	Казахстан	2017	18037776
Общая численность населения	Казахстан	2018	18276452
Общая численность населения	Казахстан	2019	18513673
Общая численность населения	Казахстан	2020	..
Общая численность населения	Казахстан	2021	..
Общая численность населения	Казахстан	2022	..
Общая численность населения	Казахстан	2023	..
Общая численность населения	Канада	1990	27691138
Общая численность населения	Канада	1991	..
Общая численность населения	Канада	1992	..
Общая численность населения	Канада	1993	..
Общая численность населения	Канада	1994	..
Общая численность населения	Канада	1995	29302311
Общая численность населения	Канада	1996	..
Общая численность населения	Канада	1997	..
Общая численность населения	Канада	1998	..
Общая численность населения	Канада	1999	..
Общая численность населения	Канада	2000	30685730
Общая численность населения	Канада	2001	31020902
Общая численность населения	Канада	2002	31360079
Общая численность населения	Канада	2003	31644028
Общая численность населения	Канада	2004	31940655
Общая численность населения	Канада	2005	32243753
Общая численность населения	Канада	2006	32571174
Общая численность населения	Канада	2007	32889025
Общая численность населения	Канада	2008	33247118
Общая численность населения	Канада	2009	33628895
Общая численность населения	Канада	2010	34004889
Общая численность населения	Канада	2011	34339328
Общая численность населения	Канада	2012	34714222
Общая численность населения	Канада	2013	35082954
Общая численность населения	Канада	2014	35437435
Общая численность населения	Канада	2015	35702908
Общая численность населения	Канада	2016	36109487
Общая численность населения	Канада	2017	36545236
Общая численность населения	Канада	2018	37065084
Общая численность населения	Канада	2019	37601230
Общая численность населения	Канада	2020	38007166
Общая численность населения	Канада	2021	38226498
Общая численность населения	Канада	2022	..
Общая численность населения	Канада	2023	..
